,id,text,class,subclass,confidence
497,F0_REQ_00498,A means to enter/leave the direct mode of operation should be provided (Operational radio).,FR,Functional,0.2
521,F0_REQ_00522,A standard data interface should be provided to allow a computer to be connected to the Operational radio.,FR,Functional,0.2
522,F0_REQ_00523,The Operational radio should be capable of withstanding exposure to salt mist spray.,FR,Functional,0.2
523,F0_REQ_00524,The Operational radio should be capable of withstanding exposure to torrential rain at up to 2mm/min.,FR,Functional,0.2
524,F0_REQ_00525,The Operational radio should be capable of withstanding exposure to heavy hail.,FR,Functional,0.2
525,F0_REQ_00526,The Operational radio should be capable of withstanding exposure to snow and sand storms.,FR,Functional,0.2
526,F0_REQ_00527,The Operational radio should be capable of withstanding exposure to accretion of ice.,FR,Functional,0.2
527,F0_REQ_00528,"The Operational radio should be capable of withstanding exposure to corrosive atmospheres (including sulphur dioxide, hydrogen sulphide, nitrogen oxides, ozone, organic hydrocarbons).",FR,Functional,0.2
529,F0_REQ_00530,The Operational radio should have a carry feature that allows the operator to instantly have both hands free without dropping the radio.,FR,Functional,0.2
530,F0_REQ_00531,It should be possible to release the carry feature instantly in the event that the radio is caught on a projecting part of a moving vehicle.,FR,Functional,0.2
533,F0_REQ_00534,It should be possible for an Operational radio user to change the battery without the use of tools.,FR,Functional,0.2
534,F0_REQ_00535,The weight of the Operational radio including battery should not exceed 800g.,FR,Functional,0.2
537,F0_REQ_00538,The Operational radio should be suitable for use with a car adapter kit.,FR,Functional,0.2
550,F0_REQ_00551,An audible indication should be provided to the user if the network service is no longer available (Operational radio).,FR,Functional,0.2
551,F0_REQ_00552,The primary controller's MMI should queue all incoming calls or call requests.,FR,Functional,0.2
552,F0_REQ_00553,"The primary controller's MMI should display the queue to the controller, showing the functional identity and priority of callers.",FR,Functional,0.2
553,F0_REQ_00554,High priority calls should be identified and presented at the top of the queue on the primary controller's MMI.,FR,Functional,0.2
554,F0_REQ_00555,The primary controller's MMI should allow the controller to select any of the incoming calls currently queued by the system.,FR,Functional,0.2
555,F0_REQ_00556,"The primary controller's MMI should allow the controller to establish a call of Railway emergency, public emergency or railway operation priority to any mobile by selection from the display.",FR,Functional,0.2
556,F0_REQ_00557,"The primary controller's MMI should allow the controller to establish, close, enter and leave group calls (at Railway emergency, public emergency or railway operation priority).",FR,Functional,0.2
557,F0_REQ_00558,The primary controller's MMI should allow sending and receiving of text messages.,FR,Functional,0.2
558,F0_REQ_00559,"For post incident analysis, the controller equipment should provide the possibility to record all operational speech and data calls.",FR,Functional,0.2
559,F0_REQ_00560,It should be possible for calls to be answered automatically according to incoming call priority as defined in section 10.2.,FR,Functional,0.2
590,F0_REQ_00591,Automatic answering for Railway operation (e.g. calls from or for drivers and controllers) and Control-command information calls should be optional for other user equipment.,FR,Functional,0.2
609,F0_REQ_00610,The network should allow a call from a Primary Controller to an Other Driver.,FR,Functional,0.2
610,F0_REQ_00611,The network should allow a call from a Primary Controller to a Chief Conductor.,FR,Functional,0.2
611,F0_REQ_00612,The network should allow a call from a Primary Controller to Public Address.,FR,Functional,0.2
613,F0_REQ_00614,The network should allow a call from a Secondary Controller to an Other Driver.,FR,Functional,0.2
614,F0_REQ_00615,The network should allow a call from a Secondary Controller to a Chief Conductor.,FR,Functional,0.2
615,F0_REQ_00616,The network should allow a call from a Secondary Controller to Public Address.,FR,Functional,0.2
617,F0_REQ_00618,The network should allow a call from a Power Controller to an Other Driver.,FR,Functional,0.2
618,F0_REQ_00619,The network should allow a call from a Power Controller to a Chief Conductor.,FR,Functional,0.2
619,F0_REQ_00620,The network should allow a call from a Power Controller to Public Address.,FR,Functional,0.2
632,F0_REQ_00633,The network should allow a call from a Chief Conductor to a Primary Controller.,FR,Functional,0.2
633,F0_REQ_00634,The network should allow a call from a Chief Conductor to a Secondary Controller.,FR,Functional,0.2
634,F0_REQ_00635,The network should allow a call from a Chief Conductor to a Power Controller.,FR,Functional,0.2
646,F0_REQ_00647,The functional addressing scheme should permit calls to be routed from a controller to an international train within the control area without reference to any EIRENE system other than that providing service to the international train.,FR,Functional,0.2
688,F0_REQ_00689,It should be possible to transfer text messages between ground and mobile(s) through the EIRENE system.,FR,Functional,0.2
701,F0_REQ_00702,The appropriate ERTMS/ETCS RBC should be informed when a Train emergency call is initiated.,FR,Functional,0.2
714,F0_REQ_00715,Speech should be possible to allow a controller receiving the warning tone to give information.,FR,Functional,0.2
715,F0_REQ_00716,"Additionally, speech should be possible to allow other mobile users receiving the warning tone to give information.",FR,Functional,0.2
758,F0_REQ_00759,It should be possible for the system to record shunting group composition at a given instant.,FR,Functional,0.2
759,F0_REQ_00760,It should be possible for the system to record the source and time a shunting emergency call was transmitted.,FR,Functional,0.2
760,F0_REQ_00761,It should be possible for the system to record the recipients of a shunting emergency call.,FR,Functional,0.2
768,F0_REQ_00769,A shunting manager or other person capable of taking part in a shunting communication should be able to be temporarily associated with the shunting group.,FR,Functional,0.2
770,F0_REQ_00771,"If an external user initiates a call to the shunting leader, the shunting leader should be informed by a visual and audible indication to avoid disturbing a shunting movement.",FR,Functional,0.2
775,F0_REQ_00776,It should be possible to provide an alternative means of link assurance indication.,FR,Functional,0.2
872,F0_REQ_00873,"System logs data changes (such as record deletions) and provides undo functionality. Ideally, system provides revision control.",FR,Functional,0.2
884,F0_REQ_00885,Staff and group accounts are independent from workstations; client install should not be tied to a specific location.,FR,Functional,0.2
