,id,text,class,subclass
70,F0_REQ_00070,Only valid data shall be entered into the system.  No invalid data shall be entered into the system.,FR,Functional
71,F0_REQ_00071,One insurance company shall not be able to view another insurance companys claim data.,FR,Functional
72,F0_REQ_00072,The product shall free of computer viruses.,FR,Functional
73,F0_REQ_00073,The system shall prevent malicious attacks including denial of service.,FR,Functional
74,F0_REQ_00074,The product must comply with Sarbanes-Oxley.,FR,Functional
75,F0_REQ_00075,The product shall comply with the estimatics laws relating to recycled parts usage.,FR,Functional
76,F0_REQ_00076,The product shall comply with insurance regulations regarding claims processing.,FR,Functional
77,F0_REQ_00077,The user shall search for the preferred repair facility using vehicle  vehicle location  and radius in miles,FR,Functional
78,F0_REQ_00078,The vehicle data shall include vehicle year  make  and model,FR,Functional
79,F0_REQ_00079,The vehicle location shall include street address  city  state  and zipcode,FR,Functional
80,F0_REQ_00080,The system shall resolve the zipcode for the street address  city  and state if zipcode is unknown.,FR,Functional
81,F0_REQ_00081,The search radius shall be between 1 and 30 miles,FR,Functional
82,F0_REQ_00082,The system shall locate the preferred repair facility with the highest ratings for the input criteria,FR,Functional
83,F0_REQ_00083,The adjuster shall enter the preferred repair facility on the estimate assignment.,FR,Functional
84,F0_REQ_00084,The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.,FR,Functional
85,F0_REQ_00085,The preferred repair facility shall be returned to the user.,FR,Functional
86,F0_REQ_00086,The system shall return a list of repair facilities within the radius if the preferred repair facility cannot be determined.,FR,Functional
87,F0_REQ_00087,The estimator shall search for available recycled parts using damaged vehicle parts information.,FR,Functional
88,F0_REQ_00088,The estimator shall search for available recycled parts using a list of preferred parts suppliers.,FR,Functional
89,F0_REQ_00089,The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,FR,Functional
90,F0_REQ_00090,The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,FR,Functional
91,F0_REQ_00091,The system shall retain the available recycled parts and suppliers returned from the search.,FR,Functional
92,F0_REQ_00092,The available recycled parts information and their suppliers shall be returned to the user.,FR,Functional
93,F0_REQ_00093,The estimator shall apply selected recycled parts to the collision estimate.,FR,Functional
94,F0_REQ_00094,The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.,FR,Functional
95,F0_REQ_00095,The adjuster shall review the collision estimate.,FR,Functional
96,F0_REQ_00096,The adjuster shall request a recycled parts audit of the collision estimate.,FR,Functional
97,F0_REQ_00097,The recycled parts search results provided to the estimator shall be retrieved by the system.,FR,Functional
98,F0_REQ_00098,The system shall generate an audit report based on the available recycled parts and the collision estimate.,FR,Functional
99,F0_REQ_00099,The audit report shall include the total number of recycled parts used in the estimate.,FR,Functional
100,F0_REQ_00100,The audit report shall include the number of available recycled parts from the original search results.,FR,Functional
101,F0_REQ_00101,The audit report shall include the percentage of available recycled parts used in the estimate,FR,Functional
102,F0_REQ_00102,The audit report shall include the total score of the audit which sums the indivual line items.,FR,Functional
103,F0_REQ_00103,The audit report shall be displayed to the user.,FR,Functional
104,F0_REQ_00104,The audit report shall be available to other adjusters at later points in time.,FR,Functional
105,F0_REQ_00105,The user shall select to view the preferred repair facility ratings.,FR,Functional
106,F0_REQ_00106,The current repair facility ratings shall be displayed to the user.,FR,Functional
107,F0_REQ_00107,The system will display a blank set of ratings if there are not ratings yet defined.,NFR,Functional
108,F0_REQ_00108,The user shall enter new ratings based on the audit report,FR,Functional
109,F0_REQ_00109,The ratings shall be from a scale of 1-10,NFR,Functional
110,F0_REQ_00110,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,FR,Functional
111,F0_REQ_00111,The user shall select to save the preferred repair facility ratings.,FR,Functional
112,F0_REQ_00112,The preferred repair facility ratings shall be saved by the system.,FR,Functional
113,F0_REQ_00113,The product must work with most database management systems (DBMS) on the market  whether the DBMS is colocated with the product on the same machine or is located on a different machine on the computer network.,FR,Functional
114,F0_REQ_00114,The product will function alongside server software on any operating system where the Java runtime can be installed.,NFR,Portability
115,F0_REQ_00115,The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.,NFR,Usability
116,F0_REQ_00116,The product must make use of web/application server technology.  Open source examples include Apache web server  Tomcat  and the JBoss application server.,FR,Functional
117,F0_REQ_00117,A database management system such as Oracle  DB2  MySql or HSQL will need to be integrated with the product.,NFR,Functional
118,F0_REQ_00118,The product s Look and Feel shall be able to incorporate aspects of the customer s organization such as logo  branding  and identity,FR,Functional
119,F0_REQ_00119,The product shall have a conservative and professional appearance.,FR,Functional
120,F0_REQ_00120,The product shall make the users want to use it. 80% of the users surveyed report they are regularly using the product after the first 2 weeks post-launch.,FR,Functional
121,F0_REQ_00121,The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,NFR,Usability
122,F0_REQ_00122,The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,FR,Functional
123,F0_REQ_00123,The product shall allow the user to select a chosen language from one of the target market countries.,FR,Functional
124,F0_REQ_00124,The product shall allow for customization of start page and views preferences.,FR,Functional
125,F0_REQ_00125,An employee will be able to successfully use the product within a few minutes.  After informally navigating the product for less than 15 minutes  users shall be able to successfully setup meetings and reserve conference rooms.,FR,Functional
126,F0_REQ_00126,The product shall use a standard navigation menu familiar to most web users.,FR,Functional
127,F0_REQ_00127,The product shall allow for intuitive searching of available conference rooms.,FR,Functional
128,F0_REQ_00128,The product shall conform to the Americans with Disabilities Act.,FR,Functional
129,F0_REQ_00129,The response shall be fast enough to avoid interrupting the user s flow of thought.  90% of tasks shall complete within 5 seconds.  98% of tasks shall complete within 8 seconds.,FR,Functional
130,F0_REQ_00130,Aside from server failure  the software product shall achieve 99.99% up time.,NFR,Reliability
131,F0_REQ_00131,The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,FR,Functional
132,F0_REQ_00132,The product shall be capable of handling up to 1 000 concurrent requests.  This number will increase to 2 000 by Release 2.  The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,FR,Functional
133,F0_REQ_00133,The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.,FR,Functional
134,F0_REQ_00134,The product shall be expected to operate for at least 5 years for each customer installation.,FR,Functional
135,F0_REQ_00135,The product shall be used in office environments.,FR,Functional
136,F0_REQ_00136,The product must be able to interface with any HTML browser.  The product shall transmit data between the user and the product without problems. The product shall display HTML properly in 80% of all HTML browsers tested (minimum is to test 8 browsers).,FR,Functional
137,F0_REQ_00137,The product must be able to interface with various database management systems. The product shall communicate successfully with the database management system on 100% of all transactions.,FR,Functional
138,F0_REQ_00138,The product must be able to interface with various email servers. The product shall be able to send email.,FR,Functional
139,F0_REQ_00139,The product shall be available for distribution via the Internet as a binary or ZIP file.,FR,Functional
140,F0_REQ_00140,The product shall be available for distribution as a packaged CD.,FR,Functional
141,F0_REQ_00141,The product will be available for licensing as a one-server  two-five servers  or five-or-more servers license.,NFR,Functional
142,F0_REQ_00142,A new user must be able to be added to the system within 10 minutes.  90% of new users are able to log into the system within 10 minutes.,FR,Functional
143,F0_REQ_00143,The product must be designed using Design Patterns and coding best practices.  90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.,FR,Functional
144,F0_REQ_00144,The product must be highly configurable for use with various database management systems for the end users.  80% of end users are able to integrate new database management systems with the product without changing the product s software code.,FR,Functional
145,F0_REQ_00145,Maintenance releases will be offered to customers once a year.  The releases shall take no longer than 5 minutes for 80% of the customer base to install.,FR,Functional
146,F0_REQ_00146,Every registered user will have access to the product s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.,FR,Functional
147,F0_REQ_00147,The customer shall be able to easily integrate new building maps with the product throughout the product s lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.,FR,Functional
148,F0_REQ_00148,The product shall be translated into foreign languages other than the target market countries  languages in future releases.  For each emerging target market  it shall take no more than 5 days to configure the product for that market s language.,FR,Functional
149,F0_REQ_00149,The product is expected to integrate with multiple database management systems.  The product will operate with Oracle  SQL Server  DB2  MySQL  HSQL  and MS Access.,NFR,Security
150,F0_REQ_00150,The product shall be able to be installed in any operating environment within 2 days.,FR,Functional
151,F0_REQ_00151,The product shall ensure that only company employees or external users with company-approved user IDs may have product access.  100% of all logons shall be by either company employees or external users with company-approved user IDs.,FR,Functional
152,F0_REQ_00152,Only managers are able to perform search queries for reservations by user.  100% of all search queries for reservations by user shall be from logons of only management logons.,FR,Functional
153,F0_REQ_00153,The product shall ensure that the database s data corresponds to the data entered by the user.  Each conference room reservation in the system will contain the same information as was entered by the user.,FR,Functional
154,F0_REQ_00154,The product shall prevent the input of malicious data.  The product and/or adjacent hardware/software systems  data shall remain 100% uncorrupted each time malicious data is input into the product.,FR,Functional
155,F0_REQ_00155,The product and/or dependent databases/filesystems shall remain operational as a result of the input of malicious data.  The product and/or dependent databases/filesystems shall not crash 100% of the time that malicious data is input into the product.,FR,Functional
156,F0_REQ_00156,The product shall have the ability to receive automatic software updates as new threats emerge.  100% of customers will be able to receive automatic software updates transmitted to the installed product.,FR,Functional
157,F0_REQ_00157,The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable.,FR,Functional
158,F0_REQ_00158,The product shall be able to display calendar dates and times according to the user s locale.  90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,FR,Functional
159,F0_REQ_00159,The product must be developed with the J2SE/J2EE programming language libraries,FR,Functional
160,F0_REQ_00160,The product shall record meeting entries.,FR,Functional
161,F0_REQ_00161,The product will notify employees of meeting invitations.,NFR,Functional
162,F0_REQ_00162,The product shall have the ability to send meeting reminders to employees.,FR,Functional
163,F0_REQ_00163,The product shall assign the organizers contact information to each meeting they create.,FR,Functional
164,F0_REQ_00164,The product will record meeting acknowledgements.,NFR,Functional
165,F0_REQ_00165,The product shall store new conference rooms.,FR,Functional
166,F0_REQ_00166,The product shall update existing conference rooms.,FR,Functional
167,F0_REQ_00167,The product will be able to delete conference rooms.,NFR,Functional
168,F0_REQ_00168,The product shall be able to store new room equipment.,FR,Functional
169,F0_REQ_00169,The product will update existing room equipment.,NFR,Usability
170,F0_REQ_00170,The product shall be able to delete room equipment.,FR,Functional
171,F0_REQ_00171,The product shall allow an organizer to invite other employees to meetings.,FR,Functional
172,F0_REQ_00172,Each time a conference room is reserved  the conference room schedule shall be updated to reflect the time and date of the reservation.,FR,Functional
173,F0_REQ_00173,The product shall record the transportation status of equipment reserved.,FR,Functional
174,F0_REQ_00174,The product shall display a map of the company building showing conference room locations.,FR,Functional
175,F0_REQ_00175,The product shall record updated meeting agendas.,FR,Functional
176,F0_REQ_00176,The product shall send a meeting confirmation to the meeting organizer.,FR,Functional
177,F0_REQ_00177,The product shall display room equipment according to search parameters.,FR,Functional
178,F0_REQ_00178,The product shall display conference rooms according to search parameters.,FR,Functional
179,F0_REQ_00179,The product shall record different meeting types.,FR,Functional
180,F0_REQ_00180,The product shall record all the equipment that has been reserved.,FR,Functional
181,F0_REQ_00181,The product shall notify building personnel of equipment transport requests.,FR,Functional
182,F0_REQ_00182,The product will allow priviledged users to view meeting schedules in multiple reporting views.,FR,Functional
183,F0_REQ_00183,The product shall be able to send meeting notifications via different kinds of end-user specified methods.,FR,Functional
184,F0_REQ_00184,The product shall have a customizable Look and Feel.,FR,Functional
185,F0_REQ_00185,The product shall have an intuitive user interface.,NFR,Usability
186,F0_REQ_00186,The product will display an available status for unreserved conference rooms.,NFR,Functional
187,F0_REQ_00187,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min.,FR,Functional
188,F0_REQ_00188,The System shall allow for a minimum of  6 users to work at the same time.,FR,Functional
189,F0_REQ_00189,The System shall utilize currently owned computer equipment.,FR,Functional
190,F0_REQ_00190,The System shall be able to automatically backup business data and restore them on demand.,NFR,Reliability
191,F0_REQ_00191,The System shall maintain consistent security.  Any changes in user passwords and/or permissions should take affect in all parts of the System.,NFR,Security
192,F0_REQ_00192,The System shall granularly control access rights to all major subsystems.  It should be possible to assign access rights to all subsystems independently.,FR,Functional
193,F0_REQ_00193,The System shall meet all applicable accounting standards.  The final version of the System must successfully pass independent audit performed by a certified auditor.,FR,Functional
194,F0_REQ_00194,The System shall not require additional third party licenses resulting in royalty fees.,FR,Functional
195,F0_REQ_00195,The System shall allow generation of Inventory Quantity Adjustment documents on demand.,FR,Functional
196,F0_REQ_00196,The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,FR,Functional
197,F0_REQ_00197,The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,FR,Functional
198,F0_REQ_00198,The System shall allow entering  storing and modifying product formulas.,FR,Functional
199,F0_REQ_00199,Product formulas shall allow use of semi-products  which have own formulas.,FR,Functional
200,F0_REQ_00200,Product formula ingredients shall allow defining substitutionary ingredients.,FR,Functional
201,F0_REQ_00201,Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,FR,Functional
202,F0_REQ_00202,Formula substitutionary ingredients shall be kept in persisted order,FR,Functional
203,F0_REQ_00203,Product shall allow entering  storing and modifying product menus used by POS terminals.,FR,Functional
204,F0_REQ_00204,PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,FR,Functional
205,F0_REQ_00205,PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,FR,Functional
206,F0_REQ_00206,PME Subsystem shall allow for a product to exist in more than one submenu,FR,Functional
207,F0_REQ_00207,The RMS System shall have Windows XP look and feel and use GUI futures making its use intuitive.,FR,Functional
208,F0_REQ_00208,The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,FR,Functional
209,F0_REQ_00209,The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,FR,Functional
210,F0_REQ_00210,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,FR,Functional
211,F0_REQ_00211,Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,FR,Functional
212,F0_REQ_00212,System shall let customers register on the website as a  pay as you go  user in under 5 minutes.,FR,Functional
213,F0_REQ_00213,System shall let customers register on the website as a  unlimited movie subscriber  user in under 10 minutes.,FR,Functional
214,F0_REQ_00214,System shall let existing customers log into the website with their email address and password in under 5 seconds.,FR,Functional
215,F0_REQ_00215,System shall let customers cancel their account  process shall take no longer than 2 minutes.  Database will mark the account as inactive  and user will not be able to log into the website.,FR,Functional
216,F0_REQ_00216,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.,FR,Functional
217,F0_REQ_00217,System shall let administrator add/remove movies on the website in under 5 minutes.  Entered movie information will be stored in the database and will now be available on the website.,FR,Functional
218,F0_REQ_00218,System shall let the administrator add/remove categories on the website in under 5 minutes.,FR,Functional
219,F0_REQ_00219,System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,FR,Functional
220,F0_REQ_00220,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs.,FR,Functional
221,F0_REQ_00221,The website shall be attractive to all audiences.  The website shall appear to be fun and the colors should be bright and vibrant.,FR,Functional
222,F0_REQ_00222,The website should have an African feel  but should not alienate non-Africans.  The website should use animation on pages which are describing the services  to grab the users attention and encourage them to sign up.,NFR,Functional
223,F0_REQ_00223,The website design should be modern  clean  and concise.,NFR,Functional
224,F0_REQ_00224,The product should be able to be used by 90% of novice users on the Internet.,NFR,Functional
225,F0_REQ_00225,Users should only have to navigate through a maximum of 4 pages  to create an account with the website.,NFR,Functional
226,F0_REQ_00226,Users should be able to access their streaming movies in under 2 clicks after logging into the website.,NFR,Security
227,F0_REQ_00227,An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.,NFR,Functional
228,F0_REQ_00228,An anonymous survey will show that 95% of customers are comfortable using and purchasing pre-paid cards after a month of using the system.,NFR,Functional
229,F0_REQ_00229,The product shall retain the customer s buying preferences and information.,FR,Functional
230,F0_REQ_00230,The product shall be easy for customers with novice skills on the  Internet to purchase and watch streaming movies.  Customers should be able to purchase and watch a pre-determined movie in under 3 minutes.,FR,Functional
231,F0_REQ_00231,The product shall use symbols and words that are naturally understandable by users familiar with websites,FR,Functional
232,F0_REQ_00232,The website will use standard Internet conventions when interacting with the user.,NFR,Functional
233,F0_REQ_00233,Any interface between a user and the automated system shall have a maximum response time of 5 seconds  unless noted by an exception below.,NFR,Performance
234,F0_REQ_00234,When purchasing a streaming movie or pre-paid card via credit card  the processing time should have a maximum response time of 15 seconds.,NFR,Performance
235,F0_REQ_00235,When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user s connection.),NFR,Performance
236,F0_REQ_00236,While streaming a movie  buffering should only occur if there is latency in the user s connection.,NFR,Performance
237,F0_REQ_00237,All credit card information will be secured on the server  and only accessible by authorized Izogn administrators.  Information will be encrypted in the database.,NFR,Security
238,F0_REQ_00238,The website shall be available for use 24 hours per day  365 days per year.,NFR,Functional
239,F0_REQ_00239,The website shall achieve 99.5% up time.,FR,Functional
240,F0_REQ_00240,All movies shall be streamed on demand  at any time of the day.,FR,Functional
241,F0_REQ_00241,The website shall continue to operate if the streaming server goes down.,FR,Functional
242,F0_REQ_00242,The website shall continue to operate if the payment gateway goes down.,FR,Functional
243,F0_REQ_00243,The streaming server will support 50 simultaneous streaming connections.,NFR,Performance
244,F0_REQ_00244,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies.,NFR,Maintainability
245,F0_REQ_00245,The server will support a maximum of 1 000 simultaneous users.,NFR,Performance
246,F0_REQ_00246,The website shall be capable of supporting 100 000 customers.,FR,Functional
247,F0_REQ_00247,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,FR,Functional
248,F0_REQ_00248,All aspects of the website shall be accessed by a web browser over the Internet.,FR,Functional
249,F0_REQ_00249,The same hardware supporting the current website will be used to support the new system.,NFR,Maintainability
250,F0_REQ_00250,We must be able to interface with the following browsers,FR,Functional
251,F0_REQ_00251,Website must interface with the CyberSource API to process credit card transactions.,FR,Functional
252,F0_REQ_00252,Website must be fully operational with MSN TV2.,FR,Functional
253,F0_REQ_00253,Movies shall be encoded and streamed via Windows Media Player 9.0.,FR,Functional
254,F0_REQ_00254,Movies shall be encoded for 56k and 256k streams.,FR,Functional
255,F0_REQ_00255,Promotional updates to the website should take a day to update.,NFR,Maintainability
256,F0_REQ_00256,Izogn Administrator must be able to update the category listings on the website within 2 minutes.,FR,Functional
257,F0_REQ_00257,Izogn Administrator must be able to add new products to the website within 2 minutes.,FR,Functional
258,F0_REQ_00258,The system will provide a 24 hour 800 toll free number for support to its customers.,FR,Functional
259,F0_REQ_00259,The website will provide a help section with answers and solutions to common problems.,FR,Functional
260,F0_REQ_00260,Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.,FR,Functional
261,F0_REQ_00261,The product shall be able to be installed in the specified environment within 1 working day.,FR,Functional
262,F0_REQ_00262,Only registered customers can purchase streaming movies.,NFR,Functional
263,F0_REQ_00263,A customer can only stream a movie if they purchased it  and are within the 2 day viewing period.,NFR,Compatibility
264,F0_REQ_00264,Only authorized personnel can access customer records in the database.,NFR,Security
